infinitive_spanish,infinitive_english,mood_spanish,mood_english,tense_spanish,tense_english,form_1ps_spanish,form_1ps_english,form_2ps_spanish,form_2ps_english,form_3ps_spanish,form_3ps_english,form_1pp_spanish,form_1pp_english,form_2pp_spanish,form_2pp_english,form_3pp_spanish,form_3pp_english,gerund_spanish,gerund_english,past_participle_spanish,past_participle_english
afeitar,to shave,indicativo,indicative,condicional perfecto,conditional perfect,habría afeitado,I would have shaved,habrías afeitado,you would have shaved,habría afeitado,he/she would has shasd,habríamos afeitado,we would have shaved,habríais afeitado,you would have shaved,habrían afeitado,they would have shaved,afeitando,shaving,afeitado,shaved
afeitar,to shave,subjuntivo,subjunctive,presente,present,afeite,"I shave, am shaving",afeites,"you shave, are shaving",afeite,"he/she shas, is shaving",afeitemos,"we shave, are shaving",afeitéis,"you shave, are shaving",afeiten,"they shave, are shaving",afeitando,shaving,afeitado,shaved
afeitar,to shave,subjuntivo,subjunctive,imperfecto,imperfect,afeitara,"I shaved, was shaving",afeitaras,"you shaved, were shaving",afeitara,"he/she shasd, was shaving",afeitáramos,"we shaved, were shaving",afeitarais,"you shaved, were shaving",afeitaran,"they shaved, were shaving",afeitando,shaving,afeitado,shaved
afeitar,to shave,subjuntivo,subjunctive,futuro,future,afeitare,I will shave,afeitares,you will shave,afeitare,he/she will shas,afeitáremos,we will shave,afeitareis,you will shave,afeitaren,they will shave,afeitando,shaving,afeitado,shaved
afeitar,to shave,subjuntivo,subjunctive,presente perfecto,present perfect,haya afeitado,"I have shaved, shaved",hayas afeitado,"you have shaved, shaved",haya afeitado,"he/she has shasd, shasd",hayamos afeitado,"we have shaved, shaved",hayáis afeitado,"you have shaved, shaved",hayan afeitado,"they have shaved, shaved",afeitando,shaving,afeitado,shaved
afeitar,to shave,subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere afeitado,I will have shaved,hubieres afeitado,you will have shaved,hubiere afeitado,he/she will has shasd,hubiéremos afeitado,we will have shaved,hubiereis afeitado,you will have shaved,hubieren afeitado,they will have shaved,afeitando,shaving,afeitado,shaved
afeitar,to shave,subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera afeitado,I had shaved,hubieras afeitado,you had shaved,hubiera afeitado,he/she had shasd,hubiéramos afeitado,we had shaved,hubierais afeitado,you had shaved,hubieran afeitado,they had shaved,afeitando,shaving,afeitado,shaved
afeitar,to shave,imperativo_afirmativo,imperative_affirmative,presente,present,,,afeita,Shave!,afeitad,,,,afeite,,afeiten,,afeitando,shaving,afeitado,shaved
afeitar,to shave,imperativo_negativo,imperative_negative,presente,present,,,no afeites,Don't shave!,no afeitéis,,,,no afeite,,no afeiten,,afeitando,shaving,afeitado,shaved
afeitarse,to shave [oneself],indicativo,indicative,presente,present,me afeito,"I shave, am shaving",te afeitas,"you shave, are shaving",se afeita,"he/she shas, is shaving",nos afeitamos,"we shave, are shaving",os afeitáis,"you shave, are shaving",se afeitan,"they shave, are shaving",afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],indicativo,indicative,futuro,future,me afeitaré,I will shave,te afeitarás,you will shave,se afeitará,he/she will shas,nos afeitaremos,we will shave,os afeitaréis,you will shave,se afeitarán,they will shave,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],indicativo,indicative,imperfecto,imperfect,me afeitaba,"I was shaving, used to shave, shaved",te afeitabas,"you were shaving, used to shave, shaved",se afeitaba,"he/she was shaving, used to shas, shasd",nos afeitábamos,"we were shaving, used to shave, shaved",os afeitabais,"you were shaving, used to shave, shaved",se afeitaban,"they were shaving, used to shave, shaved",afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],indicativo,indicative,pretérito,preterite,me afeité,I shaved,te afeitaste,you shaved,se afeitó,he/she shasd,nos afeitamos,we shaved,os afeitasteis,you shaved,se afeitaron,they shaved,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],indicativo,indicative,condicional,conditional,me afeitaría,I would shave,te afeitarías,you would shave,se afeitaría,he/she would shas,nos afeitaríamos,we would shave,os afeitaríais,you would shave,se afeitarían,they would shave,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],indicativo,indicative,presente perfecto,present perfect,me he afeitado,I have shaved,te has afeitado,you have shaved,se ha afeitado,he/she has shasd,nos hemos afeitado,we have shaved,os habéis afeitado,you have shaved,se han afeitado,they have shaved,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],indicativo,indicative,futuro perfecto,future perfect,me habré afeitado,I will have shaved,te habrás afeitado,you will have shaved,se habrá afeitado,he/she will has shasd,nos habremos afeitado,we will have shaved,os habréis afeitado,you will have shaved,se habrán afeitado,they will have shaved,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],indicativo,indicative,pluscuamperfecto,past perfect,me había afeitado,I had shaved,te habías afeitado,you had shaved,se había afeitado,he/she had shasd,nos habíamos afeitado,we had shaved,os habíais afeitado,you had shaved,se habían afeitado,they had shaved,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],indicativo,indicative,pretérito anterior,preterite (archaic),me hube afeitado,I had shaved,te hubiste afeitado,you had shaved,se hubo afeitado,he/she had shasd,nos hubimos afeitado,we had shaved,os hubisteis afeitado,you had shaved,se hubieron afeitado,they had shaved,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],indicativo,indicative,condicional perfecto,conditional perfect,me habría afeitado,I would have shaved,te habrías afeitado,you would have shaved,se habría afeitado,he/she would has shasd,nos habríamos afeitado,we would have shaved,os habríais afeitado,you would have shaved,se habrían afeitado,they would have shaved,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],subjuntivo,subjunctive,presente,present,me afeite,"I shave, am shaving",te afeites,"you shave, are shaving",se afeite,"he/she shas, is shaving",nos afeitemos,"we shave, are shaving",os afeitéis,"you shave, are shaving",se afeiten,"they shave, are shaving",afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],subjuntivo,subjunctive,imperfecto,imperfect,me afeitara,"I shaved, was shaving",te afeitaras,"you shaved, were shaving",se afeitara,"he/she shasd, was shaving",nos afeitáramos,"we shaved, were shaving",os afeitarais,"you shaved, were shaving",se afeitaran,"they shaved, were shaving",afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],subjuntivo,subjunctive,futuro,future,me afeitare,I will shave,te afeitares,you will shave,se afeitare,he/she will shas,nos afeitáremos,we will shave,os afeitareis,you will shave,se afeitaren,they will shave,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],subjuntivo,subjunctive,presente perfecto,present perfect,me haya afeitado,"I have shaved, shaved",te hayas afeitado,"you have shaved, shaved",se haya afeitado,"he/she has shasd, shasd",nos hayamos afeitado,"we have shaved, shaved",os hayáis afeitado,"you have shaved, shaved",se hayan afeitado,"they have shaved, shaved",afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],subjuntivo,subjunctive,futuro perfecto,future perfect,me hubiere afeitado,I will have shaved,te hubieres afeitado,you will have shaved,se hubiere afeitado,he/she will has shasd,nos hubiéremos afeitado,we will have shaved,os hubiereis afeitado,you will have shaved,se hubieren afeitado,they will have shaved,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],subjuntivo,subjunctive,pluscuamperfecto,past perfect,me hubiera afeitado,I had shaved,te hubieras afeitado,you had shaved,se hubiera afeitado,he/she had shasd,nos hubiéramos afeitado,we had shaved,os hubierais afeitado,you had shaved,se hubieran afeitado,they had shaved,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],imperativo_afirmativo,imperative_affirmative,presente,present,,,aféitate,Shave!,afeitaos,,,,aféitese,,aféitense,,afeitándose,shaving,afeitado,shaved
afeitarse,to shave [oneself],imperativo_negativo,imperative_negative,presente,present,,,no te afeites,Don't shave!,no os afeitéis,,,,no se afeite,,no se afeiten,,afeitándose,shaving,afeitado,shaved
afirmar,"to make firm, steady, strengthen; to affirm, state, assert",indicativo,indicative,presente,present,afirmo,"I make firm, am making firm",afirmas,"you make firm, are making firm",afirma,"he/she make firm, is making firm",afirmamos,"we make firm, are making firm",afirmáis,"you make firm, are making firm",afirman,"they make firm, are making firm",afirmando,making firm,afirmado,made firm
afirmar,"to make firm, steady, strengthen; to affirm, state, assert",indicativo,indicative,imperfecto,imperfect,afirmaba,"I was making firm, used to make firm, made firm",afirmabas,"you were making firm, used to make firm, made firm",afirmaba,"he/she was making firm, used to make firm, made firm",afirmábamos,"we were making firm, used to make firm, made firm",afirmabais,"you were making firm, used to make firm, made firm",afirmaban,"they were making firm, used to make firm, made firm",afirmando,making firm,afirmado,made firm
afirmar,"to make firm, steady, strengthen; to affirm, state, assert",indicativo,indicative,pretérito,preterite,afirmé,I made firm,afirmaste,you made firm,afirmó,he/she made firm,afirmamos,we made firm,afirmasteis,you made firm,afirmaron,they made firm,afirmando,making firm,afirmado,made firm
afirmar,"to make firm, steady, strengthen; to affirm, state, assert",indicativo,indicative,condicional,conditional,afirmaría,I would make firm,afirmarías,you would make firm,afirmaría,he/she would make firm,afirmaríamos,we would make firm,afirmaríais,you would make firm,afirmarían,they would make firm,afirmando,making firm,afirmado,made firm
afirmar,"to make firm, steady, strengthen; to affirm, state, assert",indicativo,indicative,presente perfecto,present perfect,he afirmado,I have made firm,has afirmado,you have made firm,ha afirmado,he/she has made firm,hemos afirmado,we have made firm,habéis afirmado,you have made firm,han afirmado,they have made firm,afirmando,making firm,afirmado,made firm
afirmar,"to make firm, steady, strengthen; to affirm, state, assert",indicativo,indicative,futuro perfecto,future perfect,habré afirmado,I will have made firm,habrás afirmado,you will have made firm,habrá afirmado,he/she will has made firm,habremos afirmado,we will have made firm,habréis afirmado,you will have made firm,habrán afirmado,they will have made firm,afirmando,making firm,afirmado,made firm
afirmar,"to make firm, steady, strengthen; to affirm, state, assert",indicativo,indicative,pluscuamperfecto,past perfect,había afirmado,I had made firm,habías afirmado,you had made firm,había afirmado,he/she had made firm,habíamos afirmado,we had made firm,habíais afirmado,you had made firm,habían afirmado,they had made firm,afirmando,making firm,afirmado,made firm
afirmar,"to make firm, steady, strengthen; to affirm, state, assert",indicativo,indicative,pretérito anterior,preterite (archaic),hube afirmado,I had made firm,hubiste afirmado,you had made firm,hubo afirmado,he/she had made firm,hubimos afirmado,we had made firm,hubisteis afirmado,you had made firm,hubieron afirmado,they had made firm,afirmando,making firm,afirmado,made firm
afirmar,"to make firm, steady, strengthen; to affirm, state, assert",indicativo,indicative,condicional perfecto,conditional perfect,habría afirmado,I would have made firm,habrías afirmado,you would have made firm,habría afirmado,he/she would has made firm,habríamos afirmado,we would have made firm,habríais afirmado,you would have made firm,habrían afirmado,they would have made firm,afirmando,making firm,afirmado,made firm
afirmar,"to make firm, steady, strengthen; to affirm, state, assert",subjuntivo,subjunctive,presente,present,afirme,"I make firm, am making firm",afirmes,"you make firm, are making firm",afirme,"he/she make firm, is making firm",afirmemos,"we make firm, are making firm",afirméis,"you make firm, are making firm",afirmen,"they make firm, are making firm",afirmando,making firm,afirmado,made firm
